loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,loan_status,credit_risk
22247,60 months,21.36278035702838,885.4784556095152,A,<1 year,OTHER,65525.82853301847,Not Verified,car,4.931357098096512,1,835,831,Fully Paid,0
24174,36 months,11.831488174955233,201.32235137074332,G,5-9 years,OWN,100238.54578927955,Verified,credit_card,5.8981040189960465,2,699,736,Fully Paid,0
28792,60 months,28.771589056260257,733.3173797147161,C,10+ years,MORTGAGE,135025.03311398462,Source Verified,credit_card,1.1894504517841042,2,813,760,Fully Paid,0
13755,60 months,8.776447294522505,586.6286289804193,F,1 year,OTHER,50076.493493723174,Not Verified,small_business,2.8692695125963352,2,676,858,Fully Paid,1
26500,36 months,15.808370026065047,186.88102317589673,C,1 year,RENT,72551.41347391509,Verified,small_business,26.394794673161563,3,734,887,Fully Paid,1
17383,60 months,28.59039800418997,317.7044454329551,F,5-9 years,OTHER,149124.47553586704,Verified,small_business,17.26337316470037,4,735,848,Fully Paid,0
27403,36 months,15.493182923153057,111.1636326495833,B,<1 year,RENT,132912.41367242992,Verified,small_business,30.544122683520545,0,755,893,Charged Off,0
23141,36 months,20.96314869160214,521.8911689180552,A,10+ years,OTHER,93403.18152650626,Verified,credit_card,39.70390874326641,4,772,665,Charged Off,0
19820,36 months,14.939859949069858,371.1387346840003,A,<1 year,RENT,87161.5869410558,Verified,credit_card,26.361387243960053,4,706,702,Fully Paid,0
12574,36 months,11.85538005871675,638.5217358679829,E,1 year,OWN,56998.04969960853,Not Verified,credit_card,2.0182228248049494,4,800,689,Fully Paid,1
11374,36 months,29.599441198995706,367.5140269377555,F,10+ years,MORTGAGE,87237.22560015882,Verified,car,4.1825145901736605,2,816,749,Fully Paid,1
28276,60 months,15.233350157876075,369.9272003562862,C,<1 year,RENT,130263.59477639313,Not Verified,car,35.240163392588315,4,719,669,Fully Paid,1
6678,36 months,27.35248009197836,768.873878858443,A,2-4 years,OTHER,109072.68672611147,Verified,small_business,21.09983778233046,3,807,865,Fully Paid,1
24626,36 months,10.748865147277154,143.3285523805181,G,5-9 years,RENT,57705.723663138255,Source Verified,car,32.9934863758296,1,673,888,Current,0
26020,60 months,10.327617600627082,912.6054956727885,A,5-9 years,RENT,46190.30973695929,Source Verified,home_improvement,34.264493448997044,2,610,718,Fully Paid,1
6059,36 months,5.778352072112784,867.0374869520633,D,2-4 years,RENT,54477.10980958778,Verified,credit_card,37.10698165998077,0,630,694,Current,1
28052,60 months,21.291670634397125,701.0242149037658,D,1 year,OTHER,42068.69618106745,Source Verified,small_business,37.99316821945463,1,611,655,Fully Paid,0
34855,60 months,14.213158593094029,633.8994130966458,A,10+ years,MORTGAGE,32433.290483083074,Not Verified,small_business,22.193031860132248,1,723,869,Fully Paid,1
21198,60 months,26.608956245990925,903.072248325687,F,5-9 years,OWN,74487.70267746714,Verified,home_improvement,13.640806890241354,1,822,846,Fully Paid,0
14914,36 months,16.83024766728893,266.797161575843,E,2-4 years,MORTGAGE,34728.9485717748,Not Verified,car,38.47459497391994,4,677,826,Fully Paid,1
32890,36 months,29.20483569786804,171.07224597174576,A,2-4 years,RENT,42348.632504523564,Verified,small_business,21.89625624004901,4,778,688,Fully Paid,0
24541,36 months,9.63813789257803,315.5591529185843,B,1 year,OTHER,91152.2089641332,Source Verified,car,2.5701089181844416,2,771,751,Fully Paid,0
27299,60 months,26.71557919889027,815.1204508301712,C,1 year,MORTGAGE,41397.905580944716,Not Verified,car,25.7110620023946,4,695,779,Fully Paid,0
15817,36 months,24.414921319793542,131.20324005383497,E,<1 year,RENT,28304.36976601737,Source Verified,home_improvement,23.507390015800432,4,649,756,Fully Paid,0
15921,36 months,24.2730461161013,624.5261515751407,B,5-9 years,OWN,61260.550503625076,Source Verified,small_business,35.83171491578824,4,716,688,Fully Paid,0
14789,36 months,26.119580702922192,995.893764572179,E,<1 year,OWN,48641.482820855774,Verified,car,26.1274875663125,2,616,767,Fully Paid,0
21312,60 months,24.02559977357497,870.1264844537855,B,2-4 years,OWN,86989.67443926897,Not Verified,car,13.962096978462055,2,762,798,Fully Paid,0
16252,60 months,20.655508040785385,569.3011201392305,C,10+ years,RENT,33307.72099581721,Source Verified,home_improvement,38.64902902823282,3,728,817,Fully Paid,0
7693,36 months,8.28112194205969,157.2768183579781,C,10+ years,OTHER,117730.20239878715,Verified,home_improvement,32.064779439281345,3,756,878,Fully Paid,1
34467,36 months,5.813154487281298,848.2361629471388,D,1 year,MORTGAGE,137810.35752656803,Verified,car,25.216704735254176,3,778,731,Fully Paid,1
34723,36 months,28.02119619539217,639.0806573594895,F,10+ years,OWN,116646.57261430527,Verified,home_improvement,11.717008136124916,3,663,703,Fully Paid,0
18931,36 months,20.41625786301845,203.43969735361014,B,10+ years,RENT,89267.51486218126,Source Verified,car,14.941611852571821,1,731,889,Fully Paid,1
8627,60 months,24.913432274404407,184.47155634102057,D,10+ years,RENT,131886.81683255505,Verified,small_business,26.798796963866266,1,686,759,Fully Paid,0
30939,60 months,17.038058787813753,918.6641374929332,B,2-4 years,MORTGAGE,110339.38937159597,Not Verified,credit_card,2.8792327385328687,3,755,661,Fully Paid,1
21157,60 months,7.932704724059862,702.2802366442706,D,10+ years,OWN,21371.645918524682,Not Verified,home_improvement,10.267223666010539,3,615,858,Fully Paid,0
15173,60 months,8.12964480506376,846.3581193850799,C,10+ years,RENT,71231.7198606854,Source Verified,credit_card,28.55603733586392,0,662,814,Charged Off,0
26834,36 months,22.139132180724285,891.0810102540406,E,10+ years,MORTGAGE,130623.746922884,Not Verified,car,19.200740393784837,1,675,759,Fully Paid,0
23047,36 months,15.757647372486566,614.59511684349,G,<1 year,OTHER,64961.65153678501,Verified,car,16.095742592577203,0,780,687,Fully Paid,0
31105,36 months,10.013118167508418,565.7017165795371,D,2-4 years,OTHER,24577.972558318055,Source Verified,car,6.05830489601658,0,684,792,Charged Off,1
15230,60 months,17.289863668535922,487.3846692888912,B,1 year,OTHER,117003.3530117954,Verified,credit_card,17.673961379109304,4,708,656,Fully Paid,1
20707,36 months,6.605223426878352,385.25192901200734,B,<1 year,OWN,124264.97513677292,Source Verified,car,30.827678830409354,2,616,727,Charged Off,0
26976,60 months,19.549285047859968,491.1363647728406,G,5-9 years,MORTGAGE,40877.18035563012,Source Verified,home_improvement,10.560513842875721,1,767,827,Fully Paid,0
16494,60 months,11.724835110877443,796.4916901571407,F,2-4 years,MORTGAGE,89854.26458961355,Verified,small_business,0.2159416873470965,3,740,714,Fully Paid,1
31813,36 months,24.938977515929704,641.7310879136185,C,2-4 years,RENT,44954.207069444354,Not Verified,small_business,26.740196046039312,3,779,751,Current,1
28776,36 months,12.759048973089344,903.2709609593614,B,5-9 years,RENT,113500.47447573907,Not Verified,home_improvement,38.9050641773021,2,657,844,Fully Paid,0
6306,36 months,16.38050372704503,499.042012941269,A,5-9 years,RENT,55301.55917307314,Source Verified,small_business,24.273062543543315,1,823,750,Fully Paid,0
33605,60 months,5.290513497702516,646.3806208468786,E,5-9 years,MORTGAGE,61107.96593323291,Verified,credit_card,4.796874357085206,3,764,693,Fully Paid,0
11776,36 months,6.811172194863972,668.1767977827899,D,1 year,RENT,129846.21097321318,Verified,car,12.829323693786922,3,841,680,Fully Paid,0
32251,60 months,14.81233891016712,632.527446075693,F,10+ years,MORTGAGE,81921.90578689757,Source Verified,car,34.705664588808936,4,678,820,Fully Paid,0
34644,36 months,16.998470867928088,732.3703957769648,G,2-4 years,MORTGAGE,107068.07865837222,Not Verified,car,9.302722970273143,0,803,726,Fully Paid,0
27248,60 months,20.000513702982595,313.69012153732564,E,10+ years,OTHER,72308.4965939208,Verified,credit_card,24.30783613990432,3,660,697,Fully Paid,1
14474,60 months,12.29156446773258,561.1273997912116,C,10+ years,RENT,58740.891435188205,Not Verified,credit_card,16.106848330159913,1,712,731,Fully Paid,0
12526,36 months,22.374547153163565,193.8023225275129,F,5-9 years,OTHER,101312.14785520597,Not Verified,credit_card,8.31374885678596,2,720,776,Fully Paid,1
30285,60 months,26.503059929730114,446.0601948803313,D,1 year,OWN,40131.48463024676,Source Verified,home_improvement,32.536275742587186,4,806,858,Fully Paid,1
26959,60 months,24.496274722333744,538.9003617591379,D,<1 year,OWN,68489.9786236922,Source Verified,credit_card,29.71325105862761,1,633,858,Fully Paid,1
10530,36 months,5.990470633708929,687.0018335909252,G,1 year,OWN,47174.81486016989,Not Verified,small_business,26.463642638370615,4,669,838,Charged Off,0
34320,60 months,17.012673681445726,955.4779473275831,A,10+ years,MORTGAGE,110453.34570229691,Verified,home_improvement,9.453463610750049,0,616,852,Fully Paid,1
25797,36 months,7.623254460454372,640.5859598935203,G,1 year,MORTGAGE,142747.14898499398,Verified,home_improvement,3.9142801086580015,3,839,733,Fully Paid,0
8748,60 months,11.051125396563187,769.2345245589038,C,5-9 years,MORTGAGE,149416.42584206263,Source Verified,home_improvement,23.046373193038647,1,840,659,Fully Paid,0
18545,36 months,29.666564831678663,555.6394535456825,F,<1 year,RENT,78535.9853574068,Not Verified,credit_card,22.147113341577334,2,848,678,Fully Paid,0
34355,36 months,8.56238857253783,670.6936282386981,F,5-9 years,OTHER,52828.95065273778,Verified,home_improvement,7.53540037339492,0,619,697,Fully Paid,0
5663,60 months,17.472203836283903,163.83899452039608,B,<1 year,MORTGAGE,77567.81814996214,Verified,credit_card,2.2498677726068994,0,800,875,Charged Off,1
6998,60 months,20.45389335795298,328.95242275766225,A,10+ years,OTHER,130145.0232951541,Source Verified,credit_card,3.228338167759439,4,658,858,Fully Paid,1
12994,60 months,22.5616242636026,425.66778388462484,A,<1 year,OTHER,46780.73821176519,Not Verified,home_improvement,39.71083946050935,0,668,895,Charged Off,0
33021,60 months,18.991217087172853,525.2440195058623,F,<1 year,OTHER,143772.43471488007,Verified,car,31.343355789715346,1,814,839,Fully Paid,0
33319,60 months,5.244271185479591,141.08387095214536,F,<1 year,RENT,64442.54994375963,Source Verified,car,36.8794990386069,4,760,765,Fully Paid,0
22879,36 months,13.161532706099797,226.02168779798592,E,1 year,RENT,148154.47572853963,Verified,home_improvement,7.802188889454533,0,701,883,Fully Paid,0
8304,60 months,17.942791084617788,349.1328770121752,E,1 year,OWN,129019.1553794151,Verified,car,38.4227414529374,2,719,662,Fully Paid,1
25147,36 months,7.1966624786208335,974.3794218109456,E,10+ years,OWN,125114.16943916075,Verified,small_business,5.706174058926483,1,805,821,Fully Paid,0
26616,36 months,13.76567328022952,398.2123063927457,A,<1 year,OTHER,61327.607590526866,Source Verified,small_business,20.363273142658844,2,744,696,Fully Paid,1
23237,60 months,5.830077719784164,533.8369523008743,B,2-4 years,OWN,21141.03755323083,Not Verified,credit_card,33.18782737668256,2,656,752,Fully Paid,0
18808,36 months,6.964462428875518,276.4879414645536,D,10+ years,OTHER,69677.27814737841,Source Verified,car,13.992134180463175,4,682,841,Charged Off,0
11585,36 months,14.923081905039902,649.7020639681914,E,<1 year,RENT,59235.21805615018,Not Verified,small_business,16.99314132707602,3,824,740,Charged Off,0
34235,36 months,8.317893851076509,352.61489396437685,B,<1 year,RENT,24861.60875314365,Verified,home_improvement,5.127404411963914,4,728,895,Fully Paid,0
22675,36 months,19.188521206538955,286.2933205945841,G,1 year,RENT,85697.48334577086,Not Verified,car,4.91687519995891,1,612,702,Fully Paid,0
24965,60 months,22.236624228431644,564.9153656013812,C,10+ years,MORTGAGE,72394.07046675576,Verified,small_business,24.782728991146385,1,837,867,Fully Paid,1
16649,36 months,25.014667477727073,104.95521924437874,E,<1 year,OTHER,102492.34080639822,Verified,small_business,27.02129474480227,4,754,741,Fully Paid,1
28938,60 months,10.003756106120253,106.89762938430279,G,<1 year,RENT,100754.22188523081,Source Verified,home_improvement,31.09330056328773,3,797,726,Charged Off,0
28664,60 months,9.187064556476745,297.161928191672,D,10+ years,OTHER,35697.06266656841,Verified,credit_card,22.26728210727014,4,786,853,Fully Paid,0
6636,36 months,7.614196008360006,133.04922625073903,C,2-4 years,OWN,147005.52099646092,Source Verified,home_improvement,25.830371690452235,1,605,693,Fully Paid,0
25080,60 months,20.910756238590917,197.22317871762223,C,10+ years,OWN,44301.0858273881,Not Verified,credit_card,0.5406908679888023,3,696,805,Fully Paid,0
32575,60 months,22.66189316217253,404.97458440487645,D,10+ years,RENT,77885.62321941159,Not Verified,small_business,6.486829085487522,1,693,651,Fully Paid,0
32728,60 months,5.789653620641051,822.3271116218316,E,2-4 years,OTHER,83455.28064638554,Verified,credit_card,39.39659064067619,3,709,750,Fully Paid,0
22082,36 months,28.405306156092244,614.8437790323708,A,10+ years,RENT,125698.16363783562,Source Verified,small_business,3.0397402526332717,3,826,706,Fully Paid,1
31736,60 months,6.299282091286811,561.4009533607748,D,<1 year,OWN,32899.84749230408,Verified,small_business,27.151528890409796,4,750,706,Fully Paid,1
33673,60 months,18.53240838252676,364.1399408873095,D,10+ years,RENT,75723.75629710912,Source Verified,car,7.043305321268649,4,737,683,Fully Paid,1
9737,60 months,22.726512986272912,938.5783474895347,D,2-4 years,OTHER,101705.2821307065,Source Verified,credit_card,28.668743430705675,4,650,864,Fully Paid,0
19555,36 months,26.77422809365214,457.3135371134725,C,5-9 years,OWN,47970.23081112722,Source Verified,credit_card,28.239616118479738,3,746,707,Fully Paid,1
18877,60 months,22.852173303310696,178.38349011619434,B,10+ years,MORTGAGE,101570.82683958946,Not Verified,credit_card,9.367962391523609,3,650,829,Fully Paid,0
5854,36 months,25.043202076744794,655.3598645060212,G,1 year,OWN,140076.42888145486,Source Verified,home_improvement,10.785375968768168,1,819,886,Fully Paid,0
29548,36 months,13.486254813570152,202.45455412894125,A,<1 year,MORTGAGE,149677.35705244774,Not Verified,car,26.19082854408353,2,686,806,Fully Paid,1
10855,36 months,25.370627843662806,410.70082852152285,E,<1 year,RENT,24218.63998278784,Source Verified,car,15.603441551208546,4,667,684,Fully Paid,0
12392,36 months,7.002871159616879,556.670744846028,E,1 year,RENT,50626.46967180808,Not Verified,car,7.781918787996451,1,683,724,Fully Paid,0
27912,36 months,27.37041640151319,886.8002722166582,G,1 year,OTHER,60339.92505292067,Not Verified,home_improvement,29.26718395149927,1,810,825,Fully Paid,1
33050,36 months,18.689809403843405,544.1919223061068,B,10+ years,MORTGAGE,71886.39305784559,Not Verified,credit_card,6.1659009734533665,0,641,682,Fully Paid,1
18949,60 months,25.432444249062343,732.0328894284978,D,1 year,RENT,51493.43048601976,Verified,credit_card,34.22574656579786,4,818,764,Fully Paid,1
26633,36 months,16.307957112957503,993.5351550991634,A,5-9 years,MORTGAGE,46453.439292190626,Source Verified,credit_card,20.5867809620731,1,656,724,Fully Paid,0
26556,60 months,21.089442379913123,218.34020790818346,E,2-4 years,RENT,144091.999514275,Verified,car,4.228024155172028,0,825,722,Fully Paid,0
23091,60 months,18.160066523402833,347.25837296756754,G,1 year,OWN,139407.8083601673,Source Verified,car,27.762893341239376,4,795,727,Fully Paid,1
32353,36 months,23.289738043883297,455.11846803788177,F,1 year,RENT,26109.025130405273,Source Verified,small_business,20.766521582981618,3,847,658,Charged Off,0
10791,60 months,7.0407495507647395,479.64536068494823,G,5-9 years,OTHER,64045.69280863026,Verified,home_improvement,11.92230287179238,0,765,880,Charged Off,0
31309,60 months,6.508802099764095,469.91896773899117,E,<1 year,OWN,72669.31197819285,Not Verified,home_improvement,16.901575208954192,3,661,697,Fully Paid,0
26919,60 months,11.177580850253662,916.8499023008994,D,<1 year,OTHER,51071.88950657264,Source Verified,car,11.93350974349995,2,606,716,Fully Paid,0
9931,60 months,8.98861700282971,742.6293800201707,F,10+ years,OWN,101753.47660846282,Not Verified,small_business,10.521033429711363,2,711,870,Fully Paid,0
24894,36 months,26.794589164805043,647.1146926816334,B,5-9 years,MORTGAGE,103249.49706375133,Verified,credit_card,6.5443368337484875,2,798,860,Fully Paid,0
5202,60 months,10.480349683951108,378.43544607650387,A,2-4 years,OTHER,130565.54968271762,Not Verified,car,14.510685325499036,2,777,813,Fully Paid,0
16447,36 months,29.396631395478284,841.4113457991652,B,2-4 years,RENT,116313.00489007831,Source Verified,home_improvement,10.03948825264283,1,779,873,Charged Off,0
25602,60 months,13.422394794277672,959.55446033649,B,5-9 years,MORTGAGE,90534.53250557423,Source Verified,home_improvement,27.337379482156685,2,625,848,Fully Paid,0
17688,60 months,9.552947892217482,839.0784542952039,G,2-4 years,RENT,104966.28010577458,Source Verified,home_improvement,27.355069646532254,1,753,768,Charged Off,0
30342,36 months,24.742462678561978,101.40859467232562,A,<1 year,OWN,55618.541600592354,Verified,credit_card,20.073609702225536,1,845,869,Fully Paid,1
9389,60 months,21.467694387521902,672.7612331650663,A,2-4 years,OWN,97097.3046957565,Source Verified,home_improvement,31.11778109881284,4,618,821,Fully Paid,0
7327,60 months,17.454892911328475,146.02184329789065,E,2-4 years,RENT,83599.54311748949,Verified,credit_card,33.65358876024193,1,608,859,Fully Paid,0
13004,60 months,18.88408877344078,331.8464983003497,E,5-9 years,RENT,37334.78075112815,Not Verified,credit_card,23.190658297370923,1,660,837,Fully Paid,1
24315,36 months,22.980044456806596,153.57223031299452,A,5-9 years,MORTGAGE,51530.7559557862,Source Verified,credit_card,24.75740651053735,2,619,840,Fully Paid,0
12777,60 months,10.711368533282467,643.4159076544489,F,2-4 years,RENT,57920.14859380618,Source Verified,car,11.315436391454607,1,705,782,Fully Paid,0
5197,36 months,29.908347901418548,717.9309221433462,C,1 year,OTHER,140160.24371683254,Source Verified,credit_card,35.794768028220794,3,836,864,Fully Paid,0
28509,60 months,29.369829053669577,203.0388742593146,E,5-9 years,OTHER,49950.263120165626,Not Verified,small_business,0.9682417769011931,2,649,768,Fully Paid,1
6930,36 months,21.258142158673422,445.45499474048154,C,10+ years,RENT,57601.70736655686,Source Verified,home_improvement,13.944098777713826,0,807,735,Fully Paid,1
16774,36 months,9.988561273228628,510.61285805998784,G,10+ years,OTHER,68016.0369116262,Verified,car,28.87201686199424,2,845,867,Fully Paid,1
20087,60 months,22.005706060782284,432.1477195848249,F,<1 year,RENT,106286.55602130032,Not Verified,home_improvement,3.2035803868464496,1,680,755,Fully Paid,1
27671,60 months,6.804960224479396,208.92250043667374,A,2-4 years,MORTGAGE,35370.99102137827,Not Verified,credit_card,7.326781097131705,3,749,725,Fully Paid,0
30184,36 months,5.766312555145151,477.0530111687279,F,1 year,OTHER,144012.87762419088,Not Verified,car,23.571429114514046,2,740,689,Fully Paid,0
32848,36 months,11.442072212780342,776.0602430275763,E,<1 year,OTHER,132524.2586123194,Not Verified,small_business,22.39974685854232,3,739,668,Fully Paid,0
14339,60 months,16.565573918482908,163.90689807992993,B,2-4 years,RENT,95038.08949116353,Not Verified,credit_card,29.5571318452382,0,609,696,Current,0
25666,36 months,26.706812635209513,172.1620126737131,G,5-9 years,OTHER,107624.92276524438,Verified,home_improvement,32.50450556352688,0,664,714,Fully Paid,1
16589,60 months,23.1792267441577,419.2941626523858,A,10+ years,OWN,22165.86126174808,Not Verified,small_business,5.143183140466765,4,823,844,Fully Paid,0
23895,60 months,23.567663029999526,947.5531404570326,D,1 year,MORTGAGE,64062.82079529833,Source Verified,credit_card,0.7352395910096821,4,757,868,Fully Paid,0
20708,60 months,15.637333361201884,701.7153820506227,G,10+ years,MORTGAGE,123435.82998598745,Not Verified,small_business,27.585540786356244,2,607,795,Charged Off,1
31370,60 months,13.648374813674073,710.8029610053084,C,5-9 years,OTHER,30072.786593010165,Not Verified,credit_card,12.055671830654369,4,748,827,Fully Paid,0
22043,36 months,14.275969074615068,425.72799175407846,F,2-4 years,OTHER,56700.79844739362,Not Verified,car,25.039356556718143,3,621,679,Fully Paid,0
7811,60 months,29.691239093401446,634.2947120876846,A,5-9 years,OWN,96088.58768346047,Not Verified,credit_card,6.021783522488988,4,617,775,Fully Paid,0
28482,36 months,6.002729785312062,109.11806562496903,G,5-9 years,OWN,53333.69360086243,Not Verified,car,18.761601866638514,3,793,715,Fully Paid,0
19243,60 months,26.675787403061214,672.486441768588,F,10+ years,OTHER,141417.13663878752,Verified,credit_card,20.176989842537477,4,775,654,Fully Paid,0
11546,36 months,19.466885214309833,921.9582528186131,A,1 year,OTHER,37037.62200455775,Verified,credit_card,23.403112654928645,4,771,742,Fully Paid,0
30945,60 months,15.965385479739762,651.3161215103372,E,5-9 years,OWN,123661.26652801121,Not Verified,home_improvement,20.526800653222573,4,608,746,Fully Paid,0
6986,36 months,23.131441510378412,886.3287341197106,G,10+ years,RENT,86033.32994783307,Verified,small_business,19.827630809148555,1,794,819,Current,1
13338,36 months,17.16672353561757,751.5757499194845,E,1 year,OWN,117543.00085659428,Source Verified,small_business,13.309366159354221,1,653,861,Fully Paid,1
16411,60 months,26.835580952041514,208.5025747633212,G,2-4 years,RENT,60392.99268048817,Not Verified,small_business,2.8472094527234493,4,625,743,Fully Paid,0
7911,60 months,27.517546600281463,912.2079765572576,E,2-4 years,MORTGAGE,86883.64830056504,Source Verified,credit_card,3.5808078718736924,3,812,755,Fully Paid,0
6734,60 months,15.543023171836385,159.7994599201974,F,<1 year,MORTGAGE,131388.59546401293,Source Verified,credit_card,17.351130976286147,2,693,782,Fully Paid,1
23227,60 months,11.920694930876289,580.5707252929874,D,10+ years,OWN,80694.15288600358,Not Verified,credit_card,14.231725112839722,0,819,827,Fully Paid,1
13680,36 months,19.808758214834057,227.9234114141119,G,1 year,RENT,66763.58204833505,Source Verified,car,20.64539218697991,1,699,734,Fully Paid,0
24360,60 months,27.809083640417274,110.53594965781366,G,5-9 years,OWN,89700.20021285569,Source Verified,car,12.193526770250678,4,625,707,Fully Paid,0
23343,36 months,10.266554725141663,479.83083411487513,E,2-4 years,OWN,113257.15789472769,Source Verified,home_improvement,27.516403658212973,0,633,728,Fully Paid,1
10759,36 months,20.57416458908707,365.53663688874065,A,1 year,RENT,77663.23491480536,Not Verified,credit_card,34.558192880380425,1,607,861,Fully Paid,0
28078,60 months,20.789005502313014,537.4004444178427,G,10+ years,OWN,142054.00676849548,Not Verified,small_business,11.954527551474708,2,737,657,Charged Off,0
7385,36 months,23.327825560382024,619.4798980610957,E,<1 year,MORTGAGE,58342.957125504465,Source Verified,small_business,7.719360317561144,3,647,890,Fully Paid,0
16111,36 months,8.289192128181496,139.36516507805263,B,2-4 years,OTHER,81810.26880198566,Not Verified,home_improvement,4.647222970163565,4,782,808,Fully Paid,0
9736,36 months,22.895624117052215,210.70296561137107,E,1 year,OTHER,118400.5957143874,Not Verified,small_business,24.6501616228325,2,706,661,Fully Paid,0
6802,36 months,27.725813016641023,602.7781568053829,F,1 year,OWN,109585.74176444857,Source Verified,home_improvement,17.754239645622775,1,841,798,Fully Paid,0
13155,60 months,9.492077721756049,408.8506178553924,D,1 year,RENT,132273.3368142303,Not Verified,credit_card,7.520628687851558,4,653,743,Fully Paid,1
13120,60 months,10.93858312309694,756.2561387945032,B,10+ years,RENT,149585.19348854414,Verified,small_business,26.125469331674218,0,805,839,Charged Off,0
11616,60 months,29.28487735104099,687.0624837327457,F,10+ years,MORTGAGE,75491.58274336165,Not Verified,credit_card,5.939327320211376,3,767,740,Fully Paid,0
19257,60 months,9.524423817737244,861.0439266909161,F,10+ years,RENT,34449.61437183054,Verified,car,22.172028233918102,1,718,885,Fully Paid,0
19486,36 months,26.359627334239477,723.2435440023028,F,5-9 years,RENT,23954.064505035836,Source Verified,small_business,21.085935265010587,3,742,867,Fully Paid,1
26918,36 months,17.30694641120087,486.9379696511333,A,1 year,MORTGAGE,114493.99779817031,Not Verified,car,29.369112047443334,4,680,682,Fully Paid,0
25445,60 months,11.180776860079426,705.6699601549891,F,2-4 years,OWN,133621.77727013303,Source Verified,small_business,2.20438559762667,2,844,803,Fully Paid,0
32945,60 months,26.768747531812785,347.8430568298767,A,10+ years,OTHER,48692.63617277442,Source Verified,credit_card,35.51491727405321,3,745,867,Fully Paid,0
21646,60 months,16.132631375066637,375.6821489003914,F,10+ years,MORTGAGE,40598.24483468778,Source Verified,home_improvement,28.11966904587278,0,695,749,Current,1
19075,36 months,17.870433848242257,810.086643928714,C,1 year,OWN,28086.66189833983,Source Verified,credit_card,8.645039933950489,1,701,817,Fully Paid,0
27671,60 months,13.980834234994143,501.77756476142395,B,10+ years,MORTGAGE,126951.37982323683,Source Verified,credit_card,7.336213944389587,0,750,842,Fully Paid,0
30199,60 months,19.823771285873185,818.5423064665173,C,5-9 years,OWN,60479.652186035964,Not Verified,credit_card,17.266408565751338,3,661,836,Current,0
14208,60 months,9.088096814625569,840.1801363014506,F,5-9 years,MORTGAGE,72220.59605877094,Verified,small_business,32.702613181783875,2,645,664,Fully Paid,1
21371,36 months,14.777038416294017,871.8061038951554,B,10+ years,OWN,85357.5249092496,Not Verified,home_improvement,33.71799972556428,2,686,763,Fully Paid,0
16835,36 months,29.235308058382188,924.9717122570866,B,1 year,MORTGAGE,129128.9204472416,Not Verified,car,20.81824368557532,0,698,778,Fully Paid,1
18168,36 months,11.453335817528188,487.8866984619666,G,1 year,OWN,104608.31880299305,Not Verified,credit_card,34.432434507469495,4,638,660,Fully Paid,1
7049,36 months,21.418416613532305,386.98013648902497,D,1 year,MORTGAGE,99958.40188151547,Not Verified,small_business,0.21774836766762284,4,742,704,Fully Paid,1
10423,36 months,13.129751605617372,623.9788719347025,C,<1 year,OTHER,42837.37299426839,Verified,car,1.4069852612638645,2,652,651,Charged Off,0
19589,36 months,24.336828142165015,434.0551810938648,D,10+ years,OTHER,86714.68592227787,Not Verified,credit_card,36.47286374546971,0,815,714,Fully Paid,1
33299,36 months,8.271841517958745,640.9667501202097,B,1 year,RENT,112999.53223322518,Source Verified,car,31.013277195436643,0,791,872,Fully Paid,0
25932,36 months,29.245526126963618,735.0272763794421,A,5-9 years,OWN,146523.91479396392,Not Verified,credit_card,18.028242330015427,0,790,821,Fully Paid,0
24492,60 months,16.34473853459098,719.5645166429232,B,2-4 years,MORTGAGE,46182.82019773579,Not Verified,car,30.144405259119488,3,819,665,Charged Off,1
34855,60 months,10.901261583661599,437.0975983181092,D,2-4 years,OWN,21240.635898739463,Verified,car,38.22557846893687,4,679,895,Fully Paid,0
33666,36 months,6.837418683250316,250.17418152887754,C,1 year,OTHER,29789.186367801067,Verified,home_improvement,30.883580955251404,4,615,799,Fully Paid,0
12158,36 months,9.243947627188518,487.4764046159868,F,2-4 years,OWN,68860.82047365731,Source Verified,home_improvement,33.69485335273288,3,703,755,Fully Paid,0
15248,60 months,17.994348713900443,228.33472967371787,G,2-4 years,MORTGAGE,126670.80420697833,Not Verified,credit_card,30.42426325560247,1,830,795,Fully Paid,0
12400,36 months,13.425079410782157,901.0873316654275,G,<1 year,OWN,20928.470629871856,Not Verified,small_business,6.728443697341664,3,669,824,Charged Off,0
24554,36 months,25.722084147065235,411.28971466407165,G,5-9 years,MORTGAGE,79374.97707515923,Not Verified,home_improvement,33.34296438582947,0,793,858,Charged Off,1
14874,36 months,15.772188091545148,239.0137725009914,F,5-9 years,OTHER,62799.97999438129,Source Verified,car,7.804352800968402,3,845,679,Fully Paid,1
20151,60 months,11.217856814690748,122.90298391517578,G,<1 year,OTHER,26822.622312964584,Verified,home_improvement,35.70445312176588,0,740,659,Fully Paid,0
23639,60 months,20.42862466510075,681.2401476578358,C,<1 year,OTHER,78530.71726744025,Source Verified,home_improvement,18.345995923243038,2,707,876,Fully Paid,0
6154,60 months,22.669430422136145,673.2120857092689,F,2-4 years,RENT,53117.33195377345,Not Verified,credit_card,27.07907009244114,0,646,835,Fully Paid,1
9499,60 months,9.176047697523746,406.5437499231625,G,10+ years,OTHER,65745.02846511084,Verified,home_improvement,19.88963391522574,4,608,711,Fully Paid,0
